,population,city,country,latitude,longitude
2544,162877,Malanje,Angola,-9.54,16.35
2545,162812,Chillán,Chile,-36.609354,-72.102423
2546,162652,Fernando de la Mora,Paraguay,-25.32,-57.54
2547,162592,Peoria,USA,33.7877,-112.3111
2548,162500,Szeged,Hungary,46.25301,20.141425
2549,162427,Jiutepec,Mexico,18.681305,-99.10135
2550,162379,Poços de Caldas,Brazil,-21.845269,-46.563902
2551,162362,Uribia,Colombia,11.73402,-72.20537
2552,162329,Pembroke Pines,USA,26.0212,-80.3404
2553,162283,Oyama,Japan,36.319887,139.795076
2554,162275,Maraqeh,Iran,37.389167,46.2375
2555,162079,Maymyo,Myanmar,"22,04","96,46"
2556,161887,Ueda,Japan,36.408358,138.263137
2557,161868,Esmeraldas,Ecuador,0.968179,-79.65172
2558,161700,Sheberghan,Afghanistan,36.665,65.752
2559,161610,Seosan,Republic of Korea,36.784499,126.450317
2560,161595,Toyokawa,Japan,34.824489,137.366602
2561,161518,Ludwigshafen am Rhein,Germany,49.487297,8.39006577268
2562,161512,Kumba,Cameroon,4.63,9.45
2563,161468,Potsdam,Germany,52.4009309,13.0591397
2564,161275,Villa de Cura,Venezuela,10.038333,-67.489167
2565,161263,Banha,Egypt,30.465993,31.184831
2566,161150,Jequié,Brazil,-13.858592,-40.083927
2567,161007,Elk Grove,USA,38.4144,-121.3849
2568,160838,Nawabganj,Bangladesh,23.6605756,90.1878557
2569,160819,Leverkusen,Germany,51.0324743,6.9881194
2570,160765,Linhares,Brazil,-19.380456,-40.066776
2571,160735,Sirsa,India,29.533593,75.017703
2572,160614,Salem,USA,44.9237,-123.0231
2573,160508,Si Sa Ket,Thailand,15.118601,104.322009
2574,160322,Ponce,Puerto Rico,18.011077,-66.614062
2575,160291,Caxias,Brazil,-5.055941,-43.412112
2576,160257,Southend on Sea,United Kingdom,51.545927,0.707712
2577,160169,Salamanca,Mexico,20.567029,-101.19892
2578,160158,Shikarpur,Pakistan,27.95,68.65
2579,160143,Jaraguá do Sul,Brazil,-26.489227,-49.079244
2580,160100,Navsari,India,20.946702,72.952035
2581,160000,Rumbek,Sudan,6.8,29.68
2582,159848,Malayer,Iran,34.266851,48.831396
2583,159775,Shahr-e-Kord,Iran,32.325556,50.864444
2584,159758,Narashino,Japan,35.658914,140.014735
2585,159753,Arica,Chile,-18.478253,-70.312599
2586,159633,Nakhodka,Russia,42.816667,132.866667
2587,159618,Calabozo,Venezuela,8.933333,-67.433333
2588,159610,Oldenburg,Germany,53.1389753,8.2146017
2589,159523,Lancaster,USA,34.6936,-118.1753
2590,159503,Corona,USA,33.8624,-117.5639
2591,159312,Urayasu,Japan,35.665743,139.892937
2592,159190,Eugene,USA,44.0567,-123.1162
2593,159000,Sapele,Nigeria,"5,877","5,701"
2594,158987,Rzeszów,Poland,50.041187,21.99912
2595,158864,Pindamonhangaba,Brazil,-22.918142,-45.458047
2596,158856,Bragança Paulista,Brazil,-22.946461,-46.526799
2597,158846,Lages,Brazil,-27.80336,-50.304945
2598,158812,Bordj Bou Arréridj,Algeria,36.070419,4.756405
2599,158700,Pécs,Hungary,46.072735,18.232266
2600,158694,Quevedo,Ecuador,-1.022512,-79.460403
2601,158299,Nilópolis,Brazil,-22.801283,-43.419279
2602,158273,Koronadal,Philippines,6.497396,124.847162
2603,158248,Nacala,Mozambique,-14.542778,40.672778
2604,158191,Henzada,Myanmar,"17,65","95,47"
2605,158089,San Luis Río Colorado,Mexico,32.451888,-114.771711
2606,158027,San Cristóbal de las Casas,Mexico,16.736993,-92.637599
2607,157902,Mahbubnagar,India,16.737509,78.008122
2608,157837,Puri,India,19.813382,85.831465
2609,157793,Ashikaga,Japan,36.332144,139.456103
2610,157684,Pocheon,Republic of Korea,37.894499,127.200549
2611,157600,Ghazni,Afghanistan,33.498229,67.761598
2612,157570,Bogra,Bangladesh,24.8480859,89.3729529
2613,157532,San Miguel,Argentina,-34.543055,-58.711858
2614,157474,Nasim Shahr,Iran,35.557211,51.163437
2615,157461,Kawanishi,Japan,34.830082,135.417081
2616,157396,Araure,Venezuela,9.566667,-69.216667
2617,157349,Bayamo,Cuba,20.381667,-76.642778
2618,157303,Khanewal,Pakistan,30.303934,71.929879
2619,157205,São Caetano do Sul,Brazil,-23.624695,-46.547536
2620,157161,Palmdale,USA,34.5913,-118.109
2621,157084,Robertson Pet,India,12.955119,78.269862
2622,157078,Toledo,Philippines,10.38701,123.650279
2623,157010,Ciudad de Río Cuarto,Argentina,-33.132019,-64.34967
2624,156967,Hafizabad,Pakistan,32.071699,73.685729
2625,156953,Erode,India,11.341036,77.717164
2626,156928,Anapa,Russia,44.885701,37.319919
2627,156831,Melitopol,Ukraine,46.833333,35.366667
2628,156723,Riobamba,Ecuador,-1.663551,-78.654646
2629,156686,Nagareyama,Japan,35.851408,139.899141
2630,156634,Sayama,Japan,35.865446,139.420659
2631,156530,Salalah,Oman,17.019722,54.089722
2632,156400,Batala,India,31.8186,75.2028
2633,156320,Getafe,Spain,40.30825,-3.732393
2634,156315,Osnabrück,Germany,52.2668373,8.0497412
2635,156274,Livorno,Italy,43.548473,10.310567
2636,156197,Roxas,Philippines,11.583333,122.75
2637,156136,Elektrostal,Russia,55.783333,38.466667
2638,156123,Puerto Plata,Dominican Republic,19.780769,-70.687109
2639,156099,Phrae,Thailand,18.144577,100.140283
2640,156060,Haldwani-cum-Kathgodam,India,29.218264,79.512977
2641,156059,Luanshya,Zambia,-13.143502,28.41631
2642,156049,León,Nicaragua,12.509204,-86.661108
2643,156006,Salamanca,Spain,40.970104,-5.66354
2644,156000,Iseyin,Nigeria,"7,971","3,594"
2645,155959,Vidisha,India,23.53,77.82
2646,155926,Niiza,Japan,35.819291,139.559416
2647,155900,Thaton,Myanmar,"16,93","97,36"
2648,155768,Solingen,Germany,51.1712468,7.0838996
2649,155668,Sacaba,Bolivia,-17.404167,-66.040833
2650,155662,Salinas,USA,36.6902,-121.6337
2651,155659,Teixeira de Freitas,Brazil,-17.522977,-39.66908
2652,155637,Grenoble,France,45.188529,5.724524
2653,155540,Lijiang,China,26.88496265,100.218867272
2654,155508,Bakouba,Iraq,33.75,44.633333
2655,155439,Alor Setar,Malaysia,6.1248,100.367818
2656,155436,Itapetininga,Brazil,-23.588061,-48.036108
2657,155432,Swindon,United Kingdom,51.555774,-1.779718
2658,155338,Hitachinaka,Japan,36.396585,140.534666
2659,155271,Kindia,Guinea,"10,044","-12,846"
2660,155203,Foggia,Italy,41.462198,15.54463
2661,155175,Saharsa,India,25.870556,86.601389
2662,155174,Salavat,Russia,53.366667,55.933333
2663,155159,Kohat,Pakistan,33.583401,71.433219
2664,155144,Sorsogon City,Philippines,12.99271,124.014746
2665,155134,Chlef,Algeria,36.166667,1.333333
2666,154962,Thanesar,India,29.959627,76.820198
2667,154911,Koutiala,Mali,"12,386","-5,462"
2668,154693,Potosí,Bolivia,-19.57228,-65.755006
2669,154665,Pyay,Myanmar,"18,82","95,21"
2670,154606,Songea,Tanzania,-10.66,35.64
2671,154548,Sibiu,Romania,45.792784,24.152069
2672,154417,Herne,Germany,51.5380394,7.219985
2673,154358,Cuautla,Mexico,18.681305,-99.10135
2674,154353,Aktau,Kazakhstan,43.641097,51.198511
2675,154244,Palhoça,Brazil,-27.636056,-48.653759
2676,154000,Funtua,Nigeria,"11,515","7,320"
2677,153906,Pakokku,Myanmar,"21,33","95,09"
2678,153806,Berezniki,Russia,59.416667,56.783333
2679,153778,Bandar-e-Mahshahr,Iran,30.558889,49.198056
2680,153766,Chittoor,India,13.217176,79.100329
2681,153740,Maha Sarakham,Thailand,16.013202,103.161517
2682,153703,Springfield,USA,42.1155,-72.54
2683,153696,Veraval,India,20.915898,70.362852
2684,153680,Semnan,Iran,35.572778,53.397222
2685,153560,Alagoinhas,Brazil,-12.145012,-38.42152
2686,153532,Hoeryong,Democratic People's Republic of Korea,42.433333,129.75
2687,153526,Mutrah,Oman,23.617276,58.557239
2688,153479,Souk Ahras,Algeria,36.286389,7.951111
2689,153422,Noda,Japan,35.945918,139.861554
2690,153362,Bảo Lộc,Vietnam,11.384828,107.866532
2691,153353,Santa Bárbara del Zulia,Venezuela,34.420831,-119.69819
2692,153322,Ciudad de San Luis,Argentina,-33.30222,-66.336798
2693,153250,Bắc Ninh,Vietnam,21.121444,106.11105
2694,153241,Seogwipo,Republic of Korea,33.254121,126.560076
2695,153159,Surin,Thailand,14.882905,103.493711
2696,153085,Malaybalay,Philippines,8.130604,125.127654
2697,153036,Gorontalo,Indonesia,0.699937,122.446724
2698,152895,Lhokseumawe,Indonesia,5.188056,97.140278
2699,152840,Camaragibe,Brazil,-7.99169,-34.973218
2700,152785,Mahajanga,Madagascar,-15.716667,46.316667
2701,152759,Sinpo,Democratic People's Republic of Korea,40.036845,128.183947
2702,152735,Pasadena,USA,29.6583,-95.1505
2703,152585,Jabalya,Palestine,31.529396,34.479741
2704,152454,La Romana,Dominican Republic,18.43,-68.97
2705,152393,Tanauan,Philippines,14.083333,121.15
2706,152272,Tanjung Balai,Indonesia,2.97,99.8
2707,152252,Neuss,Germany,51.1981778,6.6916476
2708,152247,Tabora,Tanzania,-5.03,32.82
2709,152242,Calderon (Carapungo),Ecuador,-0.094049,-78.45101
2710,152223,Quetzaltenango,Guatemala,14.833333,-91.516667
2711,152208,Barreiras,Brazil,-12.079561,-45.010035
2712,152113,Heidelberg,Germany,49.4093608,8.6948125
2713,152061,Fort Collins,USA,40.5482,-105.0648
2714,152010,Lakhimpur,India,27.95,80.77
2715,151908,Sitapur,India,27.583904,80.666356
2716,151893,Ciudad Benito Juárez,Mexico,26.091574,-99.60135
2717,151835,Hindupur,India,13.83,77.49
2718,151781,Kafr el-Sheikh,Egypt,31.10632,30.941975
2719,151774,Santipur,India,23.26454,88.438097
2720,151574,Hayward,USA,37.6281,-122.1063
2721,151500,Cadiz,Philippines,10.95,123.3
2722,151469,Maicao,Colombia,11.390085,-72.242263
2723,151420,Rafsanjan,Iran,30.406667,55.993889
2724,151379,Gulu,Uganda,2.77,32.29
2725,151348,Pomona,USA,34.0586,-117.7613
2726,151245,Santa Rita,Venezuela,10.200278,-67.551389
2727,151243,Chetumal,Mexico,19.181739,-88.479138
2728,151212,Dijon,France,47.322047,5.04148
2729,151161,Turbo,Colombia,8.09062,-76.73388
2730,151088,Cary,USA,35.7821,-78.8141
2731,151047,Uttaradit,Thailand,17.620089,100.099294
2732,151013,Dangjin,Republic of Korea,36.893611,126.628328
2733,151000,Ikirun,Nigeria,"7,916","4,724"
2734,150700,Sar-e Pol,Afghanistan,36.221389,65.927778
2735,150565,Gwangyang,Republic of Korea,34.933333,127.683333
2736,150454,Ganj Basoda,India,23.851465,77.926303
2737,150432,Moga,India,30.81646,75.171709
2738,150420,Bawshar,Oman,23.565191,58.420189
2739,150379,Uiwang,Republic of Korea,37.344701,126.96831
2740,150309,Proddatur,India,14.749186,78.553158
2741,150299,Shūnan,Japan,34.055118,131.806151
2742,150269,Salzburg,Austria,47.80949,13.05501
2743,150251,Rockford,USA,42.2634,-89.0628
2744,150200,Hamilton,New Zealand,-37.787001,175.279253
2745,150116,Quelimane,Mozambique,-17.876389,36.887222
2746,150005,Valparaíso de Goiás,Brazil,-15.448061,-47.590966
2747,150000,Srinagar,India,34.083658,74.797368
2748,149923,Playa del Carmen,Mexico,19.181739,-88.479138
2749,149891,Digos,Philippines,6.757509,125.352398
2750,149855,Abbotsford,Canada,49.054587,-122.328026
2751,149837,Cao Lãnh,Vietnam,10.46661,105.635498
2752,149796,Pervouralsk,Russia,56.916667,59.95
2753,149769,Medinipur,India,22.424,87.319
2754,149743,Darmstadt,Germany,49.8727746,8.6511775
2755,149715,Khuzdar,Pakistan,27.8,66.616667
2756,149675,Habra,India,22.848854,88.663959
2757,149646,Margilan,Uzbekistan,40.471111,71.724722
2758,149642,Rousse,Bulgaria,43.835571,25.965655
2759,149606,Los Guayos,Venezuela,10.183333,-67.933333
2760,149594,Alcorcon,Spain,40.346845,-3.827844
2761,149581,Ocumare del Tuy,Venezuela,10.113611,-66.781389
2762,149479,Spanish Town,Jamaica,17.995877,-76.955109
2763,149467,Paranaguá,Brazil,-25.523869,-48.514817
2764,149404,Tama,Japan,35.637013,139.446362
2765,149348,Parnaíba,Brazil,-2.8437,-41.761167
2766,149317,Moreno,Argentina,-34.63401,-58.791382
2767,149207,Foumban,Cameroon,5.73,10.89
2768,149140,Yonago,Japan,35.42307,133.336161
2769,149125,Perugia,Italy,43.110717,12.390828
2770,149060,Komaki,Japan,35.289489,136.92377
2771,148935,Gweru,Zimbabwe,-19.461389,29.802222
2772,148892,Alexandria,USA,38.8183,-77.082
2773,148873,Abaetetuba,Brazil,-1.874972,-48.878807
2774,148857,Bonao,Dominican Republic,18.933033,-70.408481
2775,148738,Escondido,USA,33.1336,-117.0732
2776,148567,Naguanagua,Venezuela,10.25,-68
2777,148559,McKinney,USA,33.2012,-96.668
2778,148528,Ramat Gan,Israel,32.068424,34.824785
2779,148483,Kansas City,USA,39.1225,-94.7418
2780,148445,Coimbra,Portugal,40.203315,-8.410257
2781,148384,Almetievsk,Russia,54.893713,52.317293
2782,148234,Mejicanos,El Salvador,13.733333,-89.216667
2783,148203,Iruma,Japan,35.83578,139.391181
2784,148122,Hanam,Republic of Korea,37.539265,127.214892
2785,148085,Onomichi,Japan,34.404832,133.193667
2786,148017,Osorno,Chile,-40.574506,-73.131918
2787,148000,Lạng Sơn,Vietnam,21.856371,106.62913
2788,147912,Chumphon,Thailand,10.49305,99.18002
2789,147898,Cartago,Costa Rica,9.75396,-83.677393
2790,147838,Ruda Śląska,Poland,50.255829,18.85557
2791,147806,Joliet,USA,41.5181,-88.1584
2792,147777,Bharatpur,Nepal,27.683333,84.433333
2793,147618,Rafah,Palestine,31.29678,34.243482
2794,147614,Patos de Minas,Brazil,-18.58768,-46.515769
2795,147571,Angers,France,47.478419,-0.563166
2796,147559,Sunnyvale,USA,37.3858,-122.0263
2797,147492,Calama,Chile,-22.453712,-68.925307
2798,147483,Chudschand,Tajikistan,40.283333,69.633333
2799,147396,Sasaram,India,24.949036,84.03143
2800,147268,Mahabad,Iran,36.794161,45.749251
2801,147216,Bridgeport,USA,41.1874,-73.1957
2802,147214,Lakewood,USA,39.6989,-105.1176
2803,147126,Hajipur,India,25.683821,85.354965
2804,147123,Bhuj,India,23.242,69.666932
2805,147046,Concordia,Argentina,-31.391848,-58.017061
2806,147039,Vĩnh Long,Vietnam,10.244844,105.958865
2807,147036,Logroño,Spain,42.46272,-2.444985
2808,147020,Haarlem,Netherlands,52.387388,4.646219
2809,146998,Lashio,Myanmar,"22,95","97,74"
2810,146995,Jinja,Uganda,0.47,33.19
2811,146896,Darıca,Turkey,40.769587,29.370031
2812,146892,Shivpuri,India,25.43,77.65
2813,146885,Iwakuni,Japan,34.164228,132.182662
2814,146769,Tak,Thailand,16.88399,99.12585
2815,146758,Arish,Egypt,31.12839,33.803865
2816,146714,Dadu,Pakistan,26.733333,67.783333
2817,146585,Higashimurayama,Japan,35.760493,139.46585
2818,146559,Kertch,Ukraine,45.361944,36.471111
2819,146526,Hollywood,USA,26.0311,-80.1646
2820,146418,Ciudad de La Rioja,Argentina,-29.4128,-66.85598
2821,146294,Moriguchi,Japan,34.738076,135.563779
2822,146234,Huddersfield,United Kingdom,53.645792,-1.785035
2823,146128,Fukaya,Japan,36.201149,139.28578
2824,146115,Izumo,Japan,35.414771,132.886054
2825,146114,Mogi Guaçu,Brazil,-22.36556,-46.943352
2826,146075,Rubtsovsk,Russia,51.516667,81.2
2827,146032,Khanpur,Pakistan,28.653702,70.647022
2828,145948,Paterson,USA,40.9147,-74.1628
2829,145945,Pangkal Pinang,Indonesia,-2.996538,104.774498
2830,145920,Kankan,Guinea,"10,378","-9,303"
2831,145795,Valera,Venezuela,9.319111,-70.603299
2832,145769,Borisov,Belarus,54.214431,28.508436
2833,145687,Man,Côte d'Ivoire,"7,403","-7,556"
2834,145676,Koktshetau,Kazakhstan,53.294823,69.404787
2835,145637,El Vigía,Venezuela,8.614968,-71.655579
2836,145584,Nzerekore,Guinea,"7,755","-8,811"
2837,145441,Médéa,Algeria,36.266667,2.75
2838,145380,El Eulma,Algeria,36.155011,5.665619
2839,145285,Ranaghat,India,23.17405,88.563935
2840,145262,al-Du'aiyn,Sudan,11.43,26.15
2841,145237,Ar'ar,Saudi-Arabia,30.981537,41.025873
2842,145151,Târgu Mureş,Romania,46.545556,24.5625
2843,145150,Huelva,Spain,37.261421,-6.944722
2844,145150,Villeurbanne,France,45.771944,4.890171
2845,145126,Kakamigahara,Japan,35.398931,136.848371
2846,145117,Kariya,Japan,34.991161,137.00887
2847,145040,al-Damazin,Sudan,11.82,34.38
2848,145025,Milagro,Ecuador,-2.134722,-79.587222
2849,144975,Shimla,India,31.104815,77.173403
2850,144864,Naperville,USA,41.7492,-88.162
2851,144838,Kolomna,Russia,55.093752,38.768862
2852,144800,Poole,United Kingdom,50.71505,-1.987248
2853,144683,Tiruvannamalai,India,12.225284,79.074696
2854,144669,Syracuse,USA,43.041,-76.1436
2855,144633,Kaithal,India,29.8,76.38
2856,144546,Gonbad-e-Kavus,Iran,37.25,55.167222
2857,144507,Balti (Beltsy),Republic of Moldova,47.753995,27.918415
2858,144392,Koga,Japan,36.190783,139.717117
2859,144330,Mallawi,Egypt,27.73276,30.83966
2860,144140,Los Angeles,Chile,-37.472872,-72.354452
2861,144114,Oulu,Finland,65.012615,25.471453
2862,144000,Jalingo,Nigeria,"8,912","11,379"
2863,143986,Tsuchiura,Japan,36.078014,140.206025
2864,143933,Ekibastuz,Kazakhstan,51.725198,75.315068
2865,143848,Odintsovo,Russia,55.666667,37.266667
2866,143817,Franco da Rocha,Brazil,-23.31358,-46.725243
2867,143807,Bajos de Haina,Dominican Republic,18.416667,-70.033333
2868,143770,Rajnandgaon,India,21.097103,81.030222
2869,143753,10th of Ramadan City,Egypt,30.306503,31.741455
2870,143683,Bontang,Indonesia,0.133333,117.5
2871,143659,Paderborn,Germany,51.7177044,8.752653
2872,143484,Mesquite,USA,32.7639,-96.5924
2873,143369,Kenema,Sierra Leone,"7,877","-11,188"
2874,143369,Gojra,Pakistan,31.142625,72.68376
2875,143355,Dayton,USA,39.7774,-84.1996
2876,143312,Bến Tre,Vietnam,10.108155,106.440587
2877,143308,Shahinshahr,Iran,32.866667,51.566667
2878,143282,Porto Seguro,Brazil,-16.433121,-39.084677
2879,143270,Touggourt,Algeria,33.103145,6.062372
2880,143235,Nablus,Palestine,32.22504,35.260971
2881,143126,Godhra,India,22.778804,73.61428
2882,143111,Maricá,Brazil,-22.938505,-42.652689
2883,143090,Dundee,United Kingdom,56.462018,-2.970721
2884,143060,Cúa,Venezuela,10.166667,-66.883333
2885,143023,Leskovac,Serbia,42.996376,21.944034
2886,143016,Oxford,United Kingdom,51.752021,-1.257726
2887,143000,Ikire,Nigeria,"7,364","4,187"
2888,142961,Mbouda,Cameroon,5.63,10.26
2889,142913,Ghardaïa,Algeria,32.490225,3.673841
2890,142772,Savannah,USA,32.0025,-81.1536
2891,142743,Domodedovo,Russia,55.443023,37.747817
2892,142709,Queimados,Brazil,-22.690476,-43.556524
2893,142691,Middlesbrough,United Kingdom,54.574227,-1.234956
2894,142643,Moundou,Chad,"8,569","16,066"
2895,142635,Isahaya,Japan,32.85184,130.041471
2896,142626,Le Mans,France,48.00611,0.199556
2897,142497,Saïda,Algeria,34.841201,0.148431
2898,142494,Hazaribag,India,23.996621,85.369107
2899,142483,Piedecuesta,Colombia,6.9825,-73.15348
2900,142357,Clarksville,USA,36.5664,-87.3452
2901,142283,Blackpool,United Kingdom,53.817505,-3.035675
2902,142280,Bhimavaram,India,16.544893,81.521241
2903,142205,Nîmes,France,43.836699,4.360054
2904,142124,Cairns,Australia,-16.920334,145.77086
2905,142073,Pouso Alegre,Brazil,-22.292491,-45.908226
2906,142047,Kayes,Mali,"14,457","-11,433"
2907,142000,Asaba,Nigeria,"6,200","6,715"
2908,141975,Rybnik,Poland,50.102174,18.546285
2909,141893,Novomoskovsk (Tulskaya oblast),Russia,54.010903,38.296306
2910,141877,Reggio Emilia,Italy,44.698993,10.629686
2911,141767,Kelowna,Canada,49.887952,-119.496011
2912,141766,Segou,Mali,"13,437","-6,276"
2913,141742,Chirchik,Uzbekistan,41.466667,69.583333
2914,141708,Ōme,Japan,35.790284,139.258393
2915,141703,Jaú,Brazil,-22.29379,-48.550623
2916,141630,Ngandajika,Democratic Republic of the Congo,-6.73,23.95
2917,141627,Zamora,Mexico,19.566519,-101.706829
2918,141468,Mandsaur,India,24.076836,75.069295
2919,141439,Tekirdağ,Turkey,40.978092,27.511674
2920,141438,Aix-en-Provence,France,43.529742,5.447427
2921,141392,Caguas,Puerto Rico,18.2388,-66.035249
2922,141343,Jijiga,Ethiopia,9.35,42.8
2923,141341,Ordu,Turkey,40.986166,37.879721
2924,141303,Brest,France,48.390394,-4.486076
2925,141291,Kopeysk,Russia,55.1,61.616667
2926,141222,Al-Wakrah,Qatar,25.176816,51.604843
2927,141143,Taldykorgan,Kazakhstan,45.017711,78.380442
2928,140896,Córdoba,Mexico,19.173773,-96.134224
2929,140892,Bilbais,Egypt,30.415838,31.562118
2930,140847,Subotica,Serbia,46.100547,19.665059
2931,140816,Kuwana,Japan,35.066332,136.685764
2932,140741,San Fernando del Valle de Catamarca,Argentina,-28.468991,-65.778972
2933,140740,Sagay,Philippines,10.878345,123.408176
2934,140680,Machiques,Venezuela,10.060533,-72.55006
2935,140628,Sherbrooke,Canada,45.400993,-71.882429
2936,140567,Teófilo Otoni,Brazil,-17.878391,-41.506347
2937,140540,Surigao City,Philippines,9.757131,125.513767
2938,140474,Shahrud,Iran,36.418056,54.976389
2939,140454,Uppsala,Sweden,59.858564,17.638927
2940,140430,Arnhem,Netherlands,51.985103,5.89873
2941,140430,PORT LOUIS,Mauritius,-20.166667,57.516667
2942,140357,Heraklion,Greece,35.338735,25.144213
2943,140276,Regensburg,Germany,49.0195333,12.0974869
2944,140252,Pinar del Río,Cuba,22.412222,-83.671944
2945,140140,Tongyeong,Republic of Korea,34.854423,128.433182
2946,140100,Newport,United Kingdom,51.584151,-2.997664
2947,140097,Tsuruoka,Japan,38.739782,139.835757
2948,139969,Orange,USA,33.8048,-117.8249
2949,139887,El Tocuyo,Venezuela,9.782222,-69.793056
2950,139860,Clermont-Ferrand,France,45.777222,3.087025
2951,139791,San Juan de Los Morros,Venezuela,9.91267,-67.361459
2952,139743,Rijeka,Croatia,45.327063,14.442176
2953,139738,Saqez,Iran,36.226705,46.288932
2954,139731,Pasadena,USA,34.1606,-118.1396
2955,139721,Ibarra,Ecuador,0.362678,-78.130667
2956,139587,Dahuk,Iraq,36.866667,43
2957,139509,Livingstone,Zambia,-17.851979,25.828515
